taxon	sequenceID	serotype	genotype	major_lineage	minor_lineage	minor_sublineage	combined	combined-with-id	isolate	country	collection_year
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/MW946819.1_1999	MW946819.1_1999	3	3II	3II_A	3II_A.4	-	3/3II/3II_A/3II_A.4/-	MW946819.1_1999/3/3II/3II_A/3II_A.4	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/MW946820.1_2003	MW946820.1_2003	3	3II	3II_A	3II_A.3	-	3/3II/3II_A/3II_A.3/-	MW946820.1_2003/3/3II/3II_A/3II_A.3	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/MW946858.1_2005	MW946858.1_2005	3	3II	3II_A	3II_A.2	-	3/3II/3II_A/3II_A.2/-	MW946858.1_2005/3/3II/3II_A/3II_A.2	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/MW946863.1_2003	MW946863.1_2003	3	3II	3II_A	3II_A.4	-	3/3II/3II_A/3II_A.4/-	MW946863.1_2003/3/3II/3II_A/3II_A.4	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/MW946876.1_2003	MW946876.1_2003	3	3II	3II_A	-	-	3/3II/3II_A/-/-	MW946876.1_2003/3/3II/3II_A/-	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/MW946926.1_1999	MW946926.1_1999	3	3II	3II_A	3II_A.5	-	3/3II/3II_A/3II_A.5/-	MW946926.1_1999/3/3II/3II_A/3II_A.5	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/MW946934.1_2011	MW946934.1_2011	3	3II	3II_A	3II_A.5	-	3/3II/3II_A/3II_A.5/-	MW946934.1_2011/3/3II/3II_A/3II_A.5	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/MW946955.1_1978	MW946955.1_1978	3	3I	3I_B	-	-	3/3I/3I_B/-/-	MW946955.1_1978/3/3I/3I_B/-	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/MZ008472.1_2013	MZ008472.1_2013	3	3III	3III_C	3III_C.2	3III_C.2.1	3/3III/3III_C/3III_C.2/3III_C.2.1	MZ008472.1_2013/3/3III/3III_C/3III_C.2	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/MZ008474.1_2013	MZ008474.1_2013	3	3III	3III_C	3III_C.2	3III_C.2.1	3/3III/3III_C/3III_C.2/3III_C.2.1	MZ008474.1_2013/3/3III/3III_C/3III_C.2	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/MZ008476.1_2014	MZ008476.1_2014	3	3III	3III_C	3III_C.2	3III_C.2.1	3/3III/3III_C/3III_C.2/3III_C.2.1	MZ008476.1_2014/3/3III/3III_C/3III_C.2	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/MZ544587.1_2019-03	MZ544587.1_2019-03	3	3III	3III_B	-	-	3/3III/3III_B/-/-	MZ544587.1_2019-03/3/3III/3III_B/-	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/MZ857226.1_1991-09-17	MZ857226.1_1991-09-17	3	3II	3II_A	-	-	3/3II/3II_A/-/-	MZ857226.1_1991-09-17/3/3II/3II_A/-	-	-	-
alignment/AL_UNC_DENV3_YALE/member/ncbi-master-refseqs/NC_001475	NC_001475	3	3III	3III_A	-	-	3/3III/3III_A/-/-	NC_001475/3/3III/3III_A/-	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OK469355.1_1973	OK469355.1_1973	3	3II	-	-	-	3/3II/-/-/-	OK469355.1_1973/3/3II/-/-	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OK469356.1_1976	OK469356.1_1976	3	3III	-	-	-	3/3III/-/-/-	OK469356.1_1976/3/3III/-/-	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OK605762.1_2007	OK605762.1_2007	3	3III	3III_C	3III_C.2	-	3/3III/3III_C/3III_C.2/-	OK605762.1_2007/3/3III/3III_C/3III_C.2	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OK605763.1_1985	OK605763.1_1985	3	3I	3I_A	-	-	3/3I/3I_A/-/-	OK605763.1_1985/3/3I/3I_A/-	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OM258630.1_1953	OM258630.1_1953	3	3V	-	-	-	3/3V/-/-/-	OM258630.1_1953/3/3V/-/-	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OM417340.1_2021-09-21	OM417340.1_2021-09-21	3	3III	3III_C	3III_C.2	3III_C.2.1	3/3III/3III_C/3III_C.2/3III_C.2.1	OM417340.1_2021-09-21/3/3III/3III_C/3III_C.2	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OM417341.1_2021-09-19	OM417341.1_2021-09-19	3	3III	3III_C	3III_C.2	-	3/3III/3III_C/3III_C.2/-	OM417341.1_2021-09-19/3/3III/3III_C/3III_C.2	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/ON116130.1_2021-08	ON116130.1_2021-08	3	3I	3I_A	3I_A.2	-	3/3I/3I_A/3I_A.2/-	ON116130.1_2021-08/3/3I/3I_A/3I_A.2	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/ON123655.1_2020	ON123655.1_2020	3	3III	3III_B	3III_B.3	-	3/3III/3III_B/3III_B.3/-	ON123655.1_2020/3/3III/3III_B/3III_B.3	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/ON123658.1_2019	ON123658.1_2019	3	3III	3III_B	3III_B.3	3III_B.3.1	3/3III/3III_B/3III_B.3/3III_B.3.1	ON123658.1_2019/3/3III/3III_B/3III_B.3	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/ON127534.1_2021-08	ON127534.1_2021-08	3	3I	3I_A	3I_A.2	-	3/3I/3I_A/3I_A.2/-	ON127534.1_2021-08/3/3I/3I_A/3I_A.2	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/ON900159.1_2019-06-01	ON900159.1_2019-06-01	3	3III	3III_B	3III_B.3	3III_B.3.1	3/3III/3III_B/3III_B.3/3III_B.3.1	ON900159.1_2019-06-01/3/3III/3III_B/3III_B.3	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OP410993.1_2008-09	OP410993.1_2008-09	3	3III	3III_A	3III_A.2	-	3/3III/3III_A/3III_A.2/-	OP410993.1_2008-09/3/3III/3III_A/3III_A.2	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OP410996.1_2019-11	OP410996.1_2019-11	3	3I	3I_A	3I_A.1	-	3/3I/3I_A/3I_A.1/-	OP410996.1_2019-11/3/3I/3I_A/3I_A.1	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OP895705.1_2018	OP895705.1_2018	3	3III	3III_B	3III_B.3	-	3/3III/3III_B/3III_B.3/-	OP895705.1_2018/3/3III/3III_B/3III_B.3	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OQ103317.1_2022-05-20	OQ103317.1_2022-05-20	3	3I	3I_A	3I_A.1	-	3/3I/3I_A/3I_A.1/-	OQ103317.1_2022-05-20/3/3I/3I_A/3I_A.1	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OQ603309.1_2015-09-15	OQ603309.1_2015-09-15	3	3III	3III_C	3III_C.1	-	3/3III/3III_C/3III_C.1/-	OQ603309.1_2015-09-15/3/3III/3III_C/3III_C.1	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OQ603310.1_2015	OQ603310.1_2015	3	3III	3III_C	3III_C.2	-	3/3III/3III_C/3III_C.2/-	OQ603310.1_2015/3/3III/3III_C/3III_C.2	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OQ603311.1_2015	OQ603311.1_2015	3	3III	3III_C	3III_C.1	-	3/3III/3III_C/3III_C.1/-	OQ603311.1_2015/3/3III/3III_C/3III_C.1	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OQ721955.1_2022	OQ721955.1_2022	3	3III	3III_B	3III_B.3	-	3/3III/3III_B/3III_B.3/-	OQ721955.1_2022/3/3III/3III_B/3III_B.3	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OQ821502.1_2021-08-12	OQ821502.1_2021-08-12	3	3III	3III_C	3III_C.1	-	3/3III/3III_C/3III_C.1/-	OQ821502.1_2021-08-12/3/3III/3III_C/3III_C.1	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OQ821509.1_2022-08-05	OQ821509.1_2022-08-05	3	3III	3III_B	3III_B.3	3III_B.3.2	3/3III/3III_B/3III_B.3/3III_B.3.2	OQ821509.1_2022-08-05/3/3III/3III_B/3III_B.3	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OQ821520.1_2022-08-18	OQ821520.1_2022-08-18	3	3III	3III_B	3III_B.3	3III_B.3.2	3/3III/3III_B/3III_B.3/3III_B.3.2	OQ821520.1_2022-08-18/3/3III/3III_B/3III_B.3	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OQ821574.1_2022-11-07	OQ821574.1_2022-11-07	3	3III	3III_B	3III_B.3	3III_B.3.2	3/3III/3III_B/3III_B.3/3III_B.3.2	OQ821574.1_2022-11-07/3/3III/3III_B/3III_B.3	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OQ821582.1_2022-11-30	OQ821582.1_2022-11-30	3	3III	3III_B	3III_B.3	3III_B.3.2	3/3III/3III_B/3III_B.3/3III_B.3.2	OQ821582.1_2022-11-30/3/3III/3III_B/3III_B.3	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OQ821604.1_2019-01-15	OQ821604.1_2019-01-15	3	3III	3III_B	3III_B.3	3III_B.3.1	3/3III/3III_B/3III_B.3/3III_B.3.1	OQ821604.1_2019-01-15/3/3III/3III_B/3III_B.3	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OQ821609.1_2019-11-06	OQ821609.1_2019-11-06	3	3III	3III_B	3III_B.3	3III_B.3.1	3/3III/3III_B/3III_B.3/3III_B.3.1	OQ821609.1_2019-11-06/3/3III/3III_B/3III_B.3	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OQ821611.1_2020-11-07	OQ821611.1_2020-11-07	3	3III	3III_B	3III_B.3	3III_B.3.1	3/3III/3III_B/3III_B.3/3III_B.3.1	OQ821611.1_2020-11-07/3/3III/3III_B/3III_B.3	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OQ836209.1_2023-01-24	OQ836209.1_2023-01-24	3	3III	3III_B	3III_B.3	3III_B.3.2	3/3III/3III_B/3III_B.3/3III_B.3.2	OQ836209.1_2023-01-24/3/3III/3III_B/3III_B.3	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OQ857506.1_2022-10-05	OQ857506.1_2022-10-05	3	3III	3III_B	3III_B.3	3III_B.3.2	3/3III/3III_B/3III_B.3/3III_B.3.2	OQ857506.1_2022-10-05/3/3III/3III_B/3III_B.3	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OQ948474.1_2019-09	OQ948474.1_2019-09	3	3III	3III_B	3III_B.3	3III_B.3.1	3/3III/3III_B/3III_B.3/3III_B.3.1	OQ948474.1_2019-09/3/3III/3III_B/3III_B.3	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OR150747.1_2022-12-23	OR150747.1_2022-12-23	3	3III	3III_B	3III_B.3	3III_B.3.2	3/3III/3III_B/3III_B.3/3III_B.3.2	OR150747.1_2022-12-23/3/3III/3III_B/3III_B.3	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OR150749.1_2023-01-06	OR150749.1_2023-01-06	3	3III	3III_B	3III_B.3	3III_B.3.2	3/3III/3III_B/3III_B.3/3III_B.3.2	OR150749.1_2023-01-06/3/3III/3III_B/3III_B.3	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OR389038.1_2004	OR389038.1_2004	3	3II	3II_A	3II_A.1	-	3/3II/3II_A/3II_A.1/-	OR389038.1_2004/3/3II/3II_A/3II_A.1	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OR393950.1_2019-01-03	OR393950.1_2019-01-03	3	3I	3I_A	3I_A.1	3I_A.1.1	3/3I/3I_A/3I_A.1/3I_A.1.1	OR393950.1_2019-01-03/3/3I/3I_A/3I_A.1	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OR393976.1_2019-07-22	OR393976.1_2019-07-22	3	3I	3I_A	3I_A.1	3I_A.1.1	3/3I/3I_A/3I_A.1/3I_A.1.1	OR393976.1_2019-07-22/3/3I/3I_A/3I_A.1	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OR393978.1_2019-08-05	OR393978.1_2019-08-05	3	3I	3I_A	3I_A.1	3I_A.1.1	3/3I/3I_A/3I_A.1/3I_A.1.1	OR393978.1_2019-08-05/3/3I/3I_A/3I_A.1	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/OR394032.1_2019-11-29	OR394032.1_2019-11-29	3	3I	3I_A	3I_A.1	3I_A.1.1	3/3I/3I_A/3I_A.1/3I_A.1.1	OR394032.1_2019-11-29/3/3I/3I_A/3I_A.1	-	-	-
alignment/AL_UNC_DENV3_YALE/member/fasta-refseqs-yale-denv3/PP766873.1_2023-06-05	PP766873.1_2023-06-05	3	3I	3I_A	3I_A.1	3I_A.1.1	3/3I/3I_A/3I_A.1/3I_A.1.1	PP766873.1_2023-06-05/3/3I/3I_A/3I_A.1	-	-	-
