taxon	sequenceID	serotype	genotype	major_lineage	minor_lineage	minor_sublineage	combined	combined-with-id	isolate	country	collection_year
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KY586690.1_1999	KY586690.1_1999	2	2V	2V_B	-	-	2/2V/2V_B/-/-	KY586690.1_1999/2/2V/2V_B/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KY586692.1_2001	KY586692.1_2001	2	2V	2V_B	-	-	2/2V/2V_B/-/-	KY586692.1_2001/2/2V/2V_B/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KY586700.1_2009	KY586700.1_2009	2	2II	2II_E	2II_E.1	-	2/2II/2II_E/2II_E.1/-	KY586700.1_2009/2/2II/2II_E/2II_E.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KY849765.1_2009-11-06	KY849765.1_2009-11-06	2	2V	2V_A	2V_A.3	-	2/2V/2V_A/2V_A.3/-	KY849765.1_2009-11-06/2/2V/2V_A/2V_A.3	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KY849768.1_2010-08-13	KY849768.1_2010-08-13	2	2V	2V_A	2V_A.3	-	2/2V/2V_A/2V_A.3/-	KY849768.1_2010-08-13/2/2V/2V_A/2V_A.3	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KY921904.1_2014-03	KY921904.1_2014-03	2	2II	2II_F	2II_F.2	2II_F.2.2	2/2II/2II_F/2II_F.2/2II_F.2.2	KY921904.1_2014-03/2/2II/2II_F/2II_F.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KY937187.1_2015	KY937187.1_2015	2	2II	2II_A	2II_A.1	2II_A.1.1	2/2II/2II_A/2II_A.1/2II_A.1.1	KY937187.1_2015/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KY937189.1_2015	KY937189.1_2015	2	2II	2II_A	2II_A.1	2II_A.1.1	2/2II/2II_A/2II_A.1/2II_A.1.1	KY937189.1_2015/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/LC367234.1_2009-10-08	LC367234.1_2009-10-08	2	2II	2II_A	2II_A.2	2II_A.2.1	2/2II/2II_A/2II_A.2/2II_A.2.1	LC367234.1_2009-10-08/2/2II/2II_A/2II_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/LC410185.1_2016-11	LC410185.1_2016-11	2	2V	2V_A	2V_A.1	-	2/2V/2V_A/2V_A.1/-	LC410185.1_2016-11/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/LC436675.1_2017-12	LC436675.1_2017-12	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	LC436675.1_2017-12/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MF043956.1_2016	MF043956.1_2016	2	2II	2II_D	2II_D.2	-	2/2II/2II_D/2II_D.2/-	MF043956.1_2016/2/2II/2II_D/2II_D.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MF459663.3_2013-09-09	MF459663.3_2013-09-09	2	2V	2V_A	2V_A.2	-	2/2V/2V_A/2V_A.2/-	MF459663.3_2013-09-09/2/2V/2V_A/2V_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MG560144.1_2014	MG560144.1_2014	2	2II	2II_A	2II_A.2	2II_A.2.1	2/2II/2II_A/2II_A.2/2II_A.2.1	MG560144.1_2014/2/2II/2II_A/2II_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MG599592.1_2001	MG599592.1_2001	2	2II	2II_C	2II_C.2	-	2/2II/2II_C/2II_C.2/-	MG599592.1_2001/2/2II/2II_C/2II_C.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MG599621.1_2002	MG599621.1_2002	2	2II	2II_C	2II_C.2	-	2/2II/2II_C/2II_C.2/-	MG599621.1_2002/2/2II/2II_C/2II_C.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MG599628.1_2002	MG599628.1_2002	2	2II	2II_C	2II_C.2	-	2/2II/2II_C/2II_C.2/-	MG599628.1_2002/2/2II/2II_C/2II_C.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MG599631.1_2002	MG599631.1_2002	2	2II	2II_C	2II_C.2	-	2/2II/2II_C/2II_C.2/-	MG599631.1_2002/2/2II/2II_C/2II_C.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MH069499.1_2015-09-22	MH069499.1_2015-09-22	2	2III	2III_D	2III_D.2	-	2/2III/2III_D/2III_D.2/-	MH069499.1_2015-09-22/2/2III/2III_D/2III_D.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MH456892.1_2014-10-17	MH456892.1_2014-10-17	2	2II	2II_A	2II_A.2	2II_A.2.2	2/2II/2II_A/2II_A.2/2II_A.2.2	MH456892.1_2014-10-17/2/2II/2II_A/2II_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MH781013.1_2012	MH781013.1_2012	2	2III	2III_D	2III_D.1	-	2/2III/2III_D/2III_D.1/-	MH781013.1_2012/2/2III/2III_D/2III_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MH822940.1_2014	MH822940.1_2014	2	2II	2II_A	2II_A.1	2II_A.1.1	2/2II/2II_A/2II_A.1/2II_A.1.1	MH822940.1_2014/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MH822944.1_2012-10-08	MH822944.1_2012-10-08	2	2II	2II_A	2II_A.1	2II_A.1.1	2/2II/2II_A/2II_A.1/2II_A.1.1	MH822944.1_2012-10-08/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MH822949.1_2014-10-28	MH822949.1_2014-10-28	2	2II	2II_A	2II_A.2	2II_A.2.2	2/2II/2II_A/2II_A.2/2II_A.2.2	MH822949.1_2014-10-28/2/2II/2II_A/2II_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MH891768.1_2016-10-26	MH891768.1_2016-10-26	2	2II	2II_A	2II_A.1	2II_A.1.1	2/2II/2II_A/2II_A.1/2II_A.1.1	MH891768.1_2016-10-26/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MK411559.1_2016-02-23	MK411559.1_2016-02-23	2	2II	2II_F	2II_F.1	2II_F.1.3	2/2II/2II_F/2II_F.1/2II_F.1.3	MK411559.1_2016-02-23/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MK473384.1_2016-05-04	MK473384.1_2016-05-04	2	2II	2II_A	2II_A.2	2II_A.2.2	2/2II/2II_A/2II_A.2/2II_A.2.2	MK473384.1_2016-05-04/2/2II/2II_A/2II_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MK517773.1_2017-03-28	MK517773.1_2017-03-28	2	2III	2III_C	2III_C.1	2III_C.1.1	2/2III/2III_C/2III_C.1/2III_C.1.1	MK517773.1_2017-03-28/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MK564476.1_2017-08-08	MK564476.1_2017-08-08	2	2II	2II_F	2II_F.1	2II_F.1.3	2/2II/2II_F/2II_F.1/2II_F.1.3	MK564476.1_2017-08-08/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MK564482.1_2017-08-07	MK564482.1_2017-08-07	2	2II	2II_D	2II_D.3	-	2/2II/2II_D/2II_D.3/-	MK564482.1_2017-08-07/2/2II/2II_D/2II_D.3	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MK578532.1_2016-04-01	MK578532.1_2016-04-01	2	2II	2II_F	-	-	2/2II/2II_F/-/-	MK578532.1_2016-04-01/2/2II/2II_F/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MK783204.1_2018	MK783204.1_2018	2	2II	2II_D	2II_D.2	-	2/2II/2II_D/2II_D.2/-	MK783204.1_2018/2/2II/2II_D/2II_D.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MK783205.1_2018	MK783205.1_2018	2	2II	2II_C	2II_C.1	-	2/2II/2II_C/2II_C.1/-	MK783205.1_2018/2/2II/2II_C/2II_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MK783209.1_2018	MK783209.1_2018	2	2II	2II_A	2II_A.2	2II_A.2.1	2/2II/2II_A/2II_A.2/2II_A.2.1	MK783209.1_2018/2/2II/2II_A/2II_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MK858115.2_2017-09-08	MK858115.2_2017-09-08	2	2II	2II_A	2II_A.1	2II_A.1.1	2/2II/2II_A/2II_A.1/2II_A.1.1	MK858115.2_2017-09-08/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN018349.1_2015-05-09	MN018349.1_2015-05-09	2	2II	2II_D	2II_D.3	-	2/2II/2II_D/2II_D.3/-	MN018349.1_2015-05-09/2/2II/2II_D/2II_D.3	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN018351.1_2015-05-17	MN018351.1_2015-05-17	2	2II	2II_E	2II_E.2	-	2/2II/2II_E/2II_E.2/-	MN018351.1_2015-05-17/2/2II/2II_E/2II_E.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN018352.1_2015-09-07	MN018352.1_2015-09-07	2	2II	2II_D	2II_D.3	-	2/2II/2II_D/2II_D.3/-	MN018352.1_2015-09-07/2/2II/2II_D/2II_D.3	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN018353.1_2016-06-15	MN018353.1_2016-06-15	2	2II	2II_F	2II_F.2	2II_F.2.1	2/2II/2II_F/2II_F.2/2II_F.2.1	MN018353.1_2016-06-15/2/2II/2II_F/2II_F.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN018356.1_2014-09-23	MN018356.1_2014-09-23	2	2II	2II_F	2II_F.1	2II_F.1.2	2/2II/2II_F/2II_F.1/2II_F.1.2	MN018356.1_2014-09-23/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN018366.1_2015-12-30	MN018366.1_2015-12-30	2	2V	2V_A	2V_A.1	2V_A.1.1	2/2V/2V_A/2V_A.1/2V_A.1.1	MN018366.1_2015-12-30/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN448699.1_2012-11-13	MN448699.1_2012-11-13	2	2V	2V_A	2V_A.1	2V_A.1.3	2/2V/2V_A/2V_A.1/2V_A.1.3	MN448699.1_2012-11-13/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN448700.1_2012-11-20	MN448700.1_2012-11-20	2	2V	2V_A	2V_A.1	2V_A.1.3	2/2V/2V_A/2V_A.1/2V_A.1.3	MN448700.1_2012-11-20/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN448706.1_2012-11-01	MN448706.1_2012-11-01	2	2V	2V_A	2V_A.1	2V_A.1.3	2/2V/2V_A/2V_A.1/2V_A.1.3	MN448706.1_2012-11-01/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN448727.1_2012-10-11	MN448727.1_2012-10-11	2	2V	2V_A	2V_A.1	2V_A.1.3	2/2V/2V_A/2V_A.1/2V_A.1.3	MN448727.1_2012-10-11/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN448732.1_2012-08-29	MN448732.1_2012-08-29	2	2V	2V_A	2V_A.1	2V_A.1.3	2/2V/2V_A/2V_A.1/2V_A.1.3	MN448732.1_2012-08-29/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN448874.1_2011-09-20	MN448874.1_2011-09-20	2	2V	2V_A	2V_A.4	-	2/2V/2V_A/2V_A.4/-	MN448874.1_2011-09-20/2/2V/2V_A/2V_A.4	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN448883.1_2011-09-23	MN448883.1_2011-09-23	2	2V	2V_A	2V_A.4	-	2/2V/2V_A/2V_A.4/-	MN448883.1_2011-09-23/2/2V/2V_A/2V_A.4	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN448904.1_2010-09-15	MN448904.1_2010-09-15	2	2V	2V_A	2V_A.4	-	2/2V/2V_A/2V_A.4/-	MN448904.1_2010-09-15/2/2V/2V_A/2V_A.4	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN448918.1_2011-09-21	MN448918.1_2011-09-21	2	2V	2V_A	2V_A.1	-	2/2V/2V_A/2V_A.1/-	MN448918.1_2011-09-21/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN448920.1_2011	MN448920.1_2011	2	2V	2V_A	2V_A.3	-	2/2V/2V_A/2V_A.3/-	MN448920.1_2011/2/2V/2V_A/2V_A.3	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN462632.1_2015-10-04	MN462632.1_2015-10-04	2	2III	2III_D	2III_D.3	-	2/2III/2III_D/2III_D.3/-	MN462632.1_2015-10-04/2/2III/2III_D/2III_D.3	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN462636.1_2015-05-27	MN462636.1_2015-05-27	2	2III	2III_D	2III_D.3	-	2/2III/2III_D/2III_D.3/-	MN462636.1_2015-05-27/2/2III/2III_D/2III_D.3	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN577553.1_2017-06	MN577553.1_2017-06	2	2II	2II_A	2II_A.2	2II_A.2.2	2/2II/2II_A/2II_A.2/2II_A.2.2	MN577553.1_2017-06/2/2II/2II_A/2II_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN577554.1_2017-06	MN577554.1_2017-06	2	2II	2II_A	2II_A.2	2II_A.2.2	2/2II/2II_A/2II_A.2/2II_A.2.2	MN577554.1_2017-06/2/2II/2II_A/2II_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN577557.1_2017-07	MN577557.1_2017-07	2	2II	2II_A	2II_A.2	2II_A.2.2	2/2II/2II_A/2II_A.2/2II_A.2.2	MN577557.1_2017-07/2/2II/2II_A/2II_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN577559.1_2013-04	MN577559.1_2013-04	2	2II	2II_A	2II_A.2	2II_A.2.2	2/2II/2II_A/2II_A.2/2II_A.2.2	MN577559.1_2013-04/2/2II/2II_A/2II_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN577562.1_2013-05	MN577562.1_2013-05	2	2II	2II_B	-	-	2/2II/2II_B/-/-	MN577562.1_2013-05/2/2II/2II_B/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN577563.1_2013-05	MN577563.1_2013-05	2	2II	2II_A	2II_A.2	2II_A.2.2	2/2II/2II_A/2II_A.2/2II_A.2.2	MN577563.1_2013-05/2/2II/2II_A/2II_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN577564.1_2014-06	MN577564.1_2014-06	2	2II	2II_B	-	-	2/2II/2II_B/-/-	MN577564.1_2014-06/2/2II/2II_B/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN589880.1_1999-04-09	MN589880.1_1999-04-09	2	2III	2III_B	-	-	2/2III/2III_B/-/-	MN589880.1_1999-04-09/2/2III/2III_B/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN923111.1_2019-08-24	MN923111.1_2019-08-24	2	2II	2II_D	-	-	2/2II/2II_D/-/-	MN923111.1_2019-08-24/2/2II/2II_D/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN923115.1_2019-05-31	MN923115.1_2019-05-31	2	2V	2V_A	2V_A.1	2V_A.1.2	2/2V/2V_A/2V_A.1/2V_A.1.2	MN923115.1_2019-05-31/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN923120.1_2019-10-02	MN923120.1_2019-10-02	2	2V	2V_A	2V_A.2	-	2/2V/2V_A/2V_A.2/-	MN923120.1_2019-10-02/2/2V/2V_A/2V_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN923122.1_2019-09-01	MN923122.1_2019-09-01	2	2V	2V_A	2V_A.1	2V_A.1.2	2/2V/2V_A/2V_A.1/2V_A.1.2	MN923122.1_2019-09-01/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MT832057.1_2015	MT832057.1_2015	2	2II	2II_C	2II_C.1	-	2/2II/2II_C/2II_C.1/-	MT832057.1_2015/2/2II/2II_C/2II_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MT929587.1_2019-01-21	MT929587.1_2019-01-21	2	2III	2III_C	2III_C.1	2III_C.1.1	2/2III/2III_C/2III_C.1/2III_C.1.1	MT929587.1_2019-01-21/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MT929617.1_2019-03-06	MT929617.1_2019-03-06	2	2III	2III_C	2III_C.1	2III_C.1.1	2/2III/2III_C/2III_C.1/2III_C.1.1	MT929617.1_2019-03-06/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MT929701.1_2019-02-07	MT929701.1_2019-02-07	2	2III	2III_C	2III_C.1	2III_C.1.1	2/2III/2III_C/2III_C.1/2III_C.1.1	MT929701.1_2019-02-07/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MT929711.1_2019-03-26	MT929711.1_2019-03-26	2	2III	2III_C	2III_C.1	2III_C.1.1	2/2III/2III_C/2III_C.1/2III_C.1.1	MT929711.1_2019-03-26/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MT929713.1_2019-03-27	MT929713.1_2019-03-27	2	2III	2III_C	2III_C.1	2III_C.1.1	2/2III/2III_C/2III_C.1/2III_C.1.1	MT929713.1_2019-03-27/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MT929716.1_2016-03-14	MT929716.1_2016-03-14	2	2III	2III_C	2III_C.1	2III_C.1.1	2/2III/2III_C/2III_C.1/2III_C.1.1	MT929716.1_2016-03-14/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MT929740.1_2019-02-23	MT929740.1_2019-02-23	2	2III	2III_C	2III_C.1	2III_C.1.1	2/2III/2III_C/2III_C.1/2III_C.1.1	MT929740.1_2019-02-23/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512347.1_2007	MW512347.1_2007	2	2II	2II_E	2II_E.1	-	2/2II/2II_E/2II_E.1/-	MW512347.1_2007/2/2II/2II_E/2II_E.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512356.1_2009	MW512356.1_2009	2	2II	2II_E	2II_E.1	-	2/2II/2II_E/2II_E.1/-	MW512356.1_2009/2/2II/2II_E/2II_E.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512366.1_2011	MW512366.1_2011	2	2II	2II_F	2II_F.1	2II_F.1.2	2/2II/2II_F/2II_F.1/2II_F.1.2	MW512366.1_2011/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512370.1_2012	MW512370.1_2012	2	2II	2II_A	2II_A.1	2II_A.1.1	2/2II/2II_A/2II_A.1/2II_A.1.1	MW512370.1_2012/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512372.1_2012	MW512372.1_2012	2	2II	2II_A	2II_A.2	2II_A.2.1	2/2II/2II_A/2II_A.2/2II_A.2.1	MW512372.1_2012/2/2II/2II_A/2II_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512379.1_2012	MW512379.1_2012	2	2II	2II_F	2II_F.2	2II_F.2.1	2/2II/2II_F/2II_F.2/2II_F.2.1	MW512379.1_2012/2/2II/2II_F/2II_F.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512400.1_2013	MW512400.1_2013	2	2II	2II_F	2II_F.1	2II_F.1.2	2/2II/2II_F/2II_F.1/2II_F.1.2	MW512400.1_2013/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512403.1_2013	MW512403.1_2013	2	2II	2II_F	2II_F.1	2II_F.1.2	2/2II/2II_F/2II_F.1/2II_F.1.2	MW512403.1_2013/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512406.1_2013	MW512406.1_2013	2	2II	2II_F	2II_F.2	2II_F.2.2	2/2II/2II_F/2II_F.2/2II_F.2.2	MW512406.1_2013/2/2II/2II_F/2II_F.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512409.1_2013	MW512409.1_2013	2	2II	2II_C	-	-	2/2II/2II_C/-/-	MW512409.1_2013/2/2II/2II_C/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512410.1_2014	MW512410.1_2014	2	2II	2II_A	2II_A.1	-	2/2II/2II_A/2II_A.1/-	MW512410.1_2014/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512412.1_2014	MW512412.1_2014	2	2II	2II_A	2II_A.1	2II_A.1.1	2/2II/2II_A/2II_A.1/2II_A.1.1	MW512412.1_2014/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512414.1_2014	MW512414.1_2014	2	2II	2II_E	-	-	2/2II/2II_E/-/-	MW512414.1_2014/2/2II/2II_E/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512416.1_2014	MW512416.1_2014	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	MW512416.1_2014/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512432.1_2014	MW512432.1_2014	2	2II	2II_C	2II_C.1	-	2/2II/2II_C/2II_C.1/-	MW512432.1_2014/2/2II/2II_C/2II_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512465.1_2016	MW512465.1_2016	2	2II	2II_F	2II_F.2	2II_F.2.1	2/2II/2II_F/2II_F.2/2II_F.2.1	MW512465.1_2016/2/2II/2II_F/2II_F.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512467.1_2016	MW512467.1_2016	2	2II	2II_C	-	-	2/2II/2II_C/-/-	MW512467.1_2016/2/2II/2II_C/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW577818.1_2019-05-08	MW577818.1_2019-05-08	2	2III	2III_C	2III_C.1	2III_C.1.1	2/2III/2III_C/2III_C.1/2III_C.1.1	MW577818.1_2019-05-08/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW721466.1_2014-10	MW721466.1_2014-10	2	2II	2II_D	2II_D.1	2II_D.1.1	2/2II/2II_D/2II_D.1/2II_D.1.1	MW721466.1_2014-10/2/2II/2II_D/2II_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW721468.1_2014-10	MW721468.1_2014-10	2	2II	2II_D	2II_D.1	2II_D.1.1	2/2II/2II_D/2II_D.1/2II_D.1.1	MW721468.1_2014-10/2/2II/2II_D/2II_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW730819.1_2017-07	MW730819.1_2017-07	2	2II	2II_F	2II_F.2	2II_F.2.1	2/2II/2II_F/2II_F.2/2II_F.2.1	MW730819.1_2017-07/2/2II/2II_F/2II_F.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW730830.1_2017-07	MW730830.1_2017-07	2	2II	2II_F	2II_F.2	2II_F.2.1	2/2II/2II_F/2II_F.2/2II_F.2.1	MW730830.1_2017-07/2/2II/2II_F/2II_F.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW788985.1_2019-09	MW788985.1_2019-09	2	2V	2V_A	2V_A.2	-	2/2V/2V_A/2V_A.2/-	MW788985.1_2019-09/2/2V/2V_A/2V_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW788987.1_2019-06	MW788987.1_2019-06	2	2V	2V_A	2V_A.2	-	2/2V/2V_A/2V_A.2/-	MW788987.1_2019-06/2/2V/2V_A/2V_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW881533.1_2021-02-02	MW881533.1_2021-02-02	2	2II	2II_C	2II_C.1	-	2/2II/2II_C/2II_C.1/-	MW881533.1_2021-02-02/2/2II/2II_C/2II_C.1	-	-	-
