taxon	sequenceID	serotype	genotype	major_lineage	minor_lineage	minor_sublineage	combined	combined-with-id	isolate	country	collection_year
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MH921567.1_2016	MH921567.1_2016	1	1IV	1IV_A	-	-	1/1IV/1IV_A/-/-	MH921567.1_2016/1/1IV/1IV_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MK166996.1_2017-11-04	MK166996.1_2017-11-04	1	1I	1I_K	1I_K.1	1I_K.1.2	1/1I/1I_K/1I_K.1/1I_K.1.2	MK166996.1_2017-11-04/1/1I/1I_K/1I_K.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MK166998.1_2017-10-29	MK166998.1_2017-10-29	1	1I	1I_K	1I_K.1	1I_K.1.2	1/1I/1I_K/1I_K.1/1I_K.1.2	MK166998.1_2017-10-29/1/1I/1I_K/1I_K.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MK588397.1_2017-04-22	MK588397.1_2017-04-22	1	1III	1III_A	1III_A.3	-	1/1III/1III_A/1III_A.3/-	MK588397.1_2017-04-22/1/1III/1III_A/1III_A.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MK858130.1_2016-10-25	MK858130.1_2016-10-25	1	1III	1III_B	-	-	1/1III/1III_B/-/-	MK858130.1_2016-10-25/1/1III/1III_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN018297.1_2017-05-08	MN018297.1_2017-05-08	1	1IV	1IV_B	1IV_B.1	-	1/1IV/1IV_B/1IV_B.1/-	MN018297.1_2017-05-08/1/1IV/1IV_B/1IV_B.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN018298.1_2017-08-21	MN018298.1_2017-08-21	1	1I	1I_K	1I_K.1	1I_K.1.2	1/1I/1I_K/1I_K.1/1I_K.1.2	MN018298.1_2017-08-21/1/1I/1I_K/1I_K.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN018323.1_2016-05-24	MN018323.1_2016-05-24	1	1I	1I_K	1I_K.2	-	1/1I/1I_K/1I_K.2/-	MN018323.1_2016-05-24/1/1I/1I_K/1I_K.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN018326.1_2017-09-19	MN018326.1_2017-09-19	1	1I	1I_E	1I_E.1	-	1/1I/1I_E/1I_E.1/-	MN018326.1_2017-09-19/1/1I/1I_E/1I_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN018333.1_2016-02-25	MN018333.1_2016-02-25	1	1I	1I_E	1I_E.1	-	1/1I/1I_E/1I_E.1/-	MN018333.1_2016-02-25/1/1I/1I_E/1I_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN448635.1_2010-08-03	MN448635.1_2010-08-03	1	1I	1I_K	1I_K.5	-	1/1I/1I_K/1I_K.5/-	MN448635.1_2010-08-03/1/1I/1I_K/1I_K.5	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN448692.1_2012-10-01	MN448692.1_2012-10-01	1	1I	1I_K	1I_K.5	-	1/1I/1I_K/1I_K.5/-	MN448692.1_2012-10-01/1/1I/1I_K/1I_K.5	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN449014.1_2015-04-20	MN449014.1_2015-04-20	1	1V	1V_D	1V_D.1	1V_D.1.2	1/1V/1V_D/1V_D.1/1V_D.1.2	MN449014.1_2015-04-20/1/1V/1V_D/1V_D.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN449016.1_2015-04-08	MN449016.1_2015-04-08	1	1V	1V_D	1V_D.1	-	1/1V/1V_D/1V_D.1/-	MN449016.1_2015-04-08/1/1V/1V_D/1V_D.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN556094.1_2019-09-01	MN556094.1_2019-09-01	1	1I	1I_K	1I_K.3	-	1/1I/1I_K/1I_K.3/-	MN556094.1_2019-09-01/1/1I/1I_K/1I_K.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN556095.1_2017-04	MN556095.1_2017-04	1	1V	1V_D	1V_D.1	1V_D.1.2	1/1V/1V_D/1V_D.1/1V_D.1.2	MN556095.1_2017-04/1/1V/1V_D/1V_D.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN577472.1_2019-07	MN577472.1_2019-07	1	1VII	1VII_A	-	-	1/1VII/1VII_A/-/-	MN577472.1_2019-07/1/1VII/1VII_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN639764.1_2018-10	MN639764.1_2018-10	1	1I	1I_K	1I_K.1	1I_K.1.2	1/1I/1I_K/1I_K.1/1I_K.1.2	MN639764.1_2018-10/1/1I/1I_K/1I_K.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN639765.1_2018-10	MN639765.1_2018-10	1	1I	1I_K	1I_K.1	1I_K.1.2	1/1I/1I_K/1I_K.1/1I_K.1.2	MN639765.1_2018-10/1/1I/1I_K/1I_K.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN639766.1_2018-10	MN639766.1_2018-10	1	1I	1I_K	1I_K.1	-	1/1I/1I_K/1I_K.1/-	MN639766.1_2018-10/1/1I/1I_K/1I_K.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN912152.1_2017-07-18	MN912152.1_2017-07-18	1	1I	1I_E	1I_E.1	1I_E.1.2	1/1I/1I_E/1I_E.1/1I_E.1.2	MN912152.1_2017-07-18/1/1I/1I_E/1I_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN912165.1_2017-07-18	MN912165.1_2017-07-18	1	1I	1I_E	1I_E.1	1I_E.1.2	1/1I/1I_E/1I_E.1/1I_E.1.2	MN912165.1_2017-07-18/1/1I/1I_E/1I_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN912167.1_2017-07-18	MN912167.1_2017-07-18	1	1I	1I_E	1I_E.1	1I_E.1.2	1/1I/1I_E/1I_E.1/1I_E.1.2	MN912167.1_2017-07-18/1/1I/1I_E/1I_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN912168.1_2017-07-18	MN912168.1_2017-07-18	1	1I	1I_E	1I_E.1	1I_E.1.2	1/1I/1I_E/1I_E.1/1I_E.1.2	MN912168.1_2017-07-18/1/1I/1I_E/1I_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN912169.1_2017-07-18	MN912169.1_2017-07-18	1	1I	1I_E	1I_E.1	1I_E.1.2	1/1I/1I_E/1I_E.1/1I_E.1.2	MN912169.1_2017-07-18/1/1I/1I_E/1I_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN912175.1_2017-07-18	MN912175.1_2017-07-18	1	1I	1I_E	1I_E.1	1I_E.1.2	1/1I/1I_E/1I_E.1/1I_E.1.2	MN912175.1_2017-07-18/1/1I/1I_E/1I_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN912176.1_2017-07-18	MN912176.1_2017-07-18	1	1I	1I_E	1I_E.1	1I_E.1.2	1/1I/1I_E/1I_E.1/1I_E.1.2	MN912176.1_2017-07-18/1/1I/1I_E/1I_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN912178.1_2017-07-31	MN912178.1_2017-07-31	1	1I	1I_E	1I_E.1	1I_E.1.1	1/1I/1I_E/1I_E.1/1I_E.1.1	MN912178.1_2017-07-31/1/1I/1I_E/1I_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN912182.1_2017-07-31	MN912182.1_2017-07-31	1	1I	1I_E	1I_E.1	1I_E.1.1	1/1I/1I_E/1I_E.1/1I_E.1.1	MN912182.1_2017-07-31/1/1I/1I_E/1I_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN912183.1_2017-07-31	MN912183.1_2017-07-31	1	1I	1I_E	1I_E.1	1I_E.1.1	1/1I/1I_E/1I_E.1/1I_E.1.1	MN912183.1_2017-07-31/1/1I/1I_E/1I_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN912185.1_2017-07-31	MN912185.1_2017-07-31	1	1I	1I_E	1I_E.1	1I_E.1.1	1/1I/1I_E/1I_E.1/1I_E.1.1	MN912185.1_2017-07-31/1/1I/1I_E/1I_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN912188.1_2017-07-31	MN912188.1_2017-07-31	1	1I	1I_E	1I_E.1	1I_E.1.1	1/1I/1I_E/1I_E.1/1I_E.1.1	MN912188.1_2017-07-31/1/1I/1I_E/1I_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN912190.1_2017-07-31	MN912190.1_2017-07-31	1	1I	1I_E	1I_E.1	1I_E.1.1	1/1I/1I_E/1I_E.1/1I_E.1.1	MN912190.1_2017-07-31/1/1I/1I_E/1I_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN912192.1_2017-07-31	MN912192.1_2017-07-31	1	1I	1I_E	1I_E.1	1I_E.1.1	1/1I/1I_E/1I_E.1/1I_E.1.1	MN912192.1_2017-07-31/1/1I/1I_E/1I_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN923088.1_2019-10-25	MN923088.1_2019-10-25	1	1I	1I_K	1I_K.1	1I_K.1.1	1/1I/1I_K/1I_K.1/1I_K.1.1	MN923088.1_2019-10-25/1/1I/1I_K/1I_K.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN923105.1_2019-08-26	MN923105.1_2019-08-26	1	1IV	1IV_B	1IV_B.1	-	1/1IV/1IV_B/1IV_B.1/-	MN923105.1_2019-08-26/1/1IV/1IV_B/1IV_B.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN933654.1_2014-07-24	MN933654.1_2014-07-24	1	1I	1I_K	1I_K.6	-	1/1I/1I_K/1I_K.6/-	MN933654.1_2014-07-24/1/1I/1I_K/1I_K.6	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN933656.1_2014-09-23	MN933656.1_2014-09-23	1	1I	1I_J	-	-	1/1I/1I_J/-/-	MN933656.1_2014-09-23/1/1I/1I_J/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN933659.1_2015-04-21	MN933659.1_2015-04-21	1	1I	1I_K	1I_K.6	-	1/1I/1I_K/1I_K.6/-	MN933659.1_2015-04-21/1/1I/1I_K/1I_K.6	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN933660.1_2016-04-28	MN933660.1_2016-04-28	1	1I	1I_K	1I_K.3	-	1/1I/1I_K/1I_K.3/-	MN933660.1_2016-04-28/1/1I/1I_K/1I_K.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN933664.1_2017-08-15	MN933664.1_2017-08-15	1	1I	1I_K	1I_K.1	1I_K.1.2	1/1I/1I_K/1I_K.1/1I_K.1.2	MN933664.1_2017-08-15/1/1I/1I_K/1I_K.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN933665.1_2017-07-31	MN933665.1_2017-07-31	1	1I	1I_K	1I_K.3	-	1/1I/1I_K/1I_K.3/-	MN933665.1_2017-07-31/1/1I/1I_K/1I_K.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN933667.1_2018-08-09	MN933667.1_2018-08-09	1	1I	1I_K	1I_K.1	1I_K.1.2	1/1I/1I_K/1I_K.1/1I_K.1.2	MN933667.1_2018-08-09/1/1I/1I_K/1I_K.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN933669.1_2018-10-16	MN933669.1_2018-10-16	1	1I	1I_E	1I_E.1	-	1/1I/1I_E/1I_E.1/-	MN933669.1_2018-10-16/1/1I/1I_E/1I_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MN960676.1_2019-11-16	MN960676.1_2019-11-16	1	1I	1I_H	1I_H.1	-	1/1I/1I_H/1I_H.1/-	MN960676.1_2019-11-16/1/1I/1I_H/1I_H.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MT397276.1_2015-11	MT397276.1_2015-11	1	1I	1I_J	-	-	1/1I/1I_J/-/-	MT397276.1_2015-11/1/1I/1I_J/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MT832032.1_2013	MT832032.1_2013	1	1IV	1IV_B	1IV_B.1	-	1/1IV/1IV_B/1IV_B.1/-	MT832032.1_2013/1/1IV/1IV_B/1IV_B.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MT832033.1_2015	MT832033.1_2015	1	1IV	1IV_B	1IV_B.2	-	1/1IV/1IV_B/1IV_B.2/-	MT832033.1_2015/1/1IV/1IV_B/1IV_B.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MT832037.1_2012	MT832037.1_2012	1	1IV	1IV_B	1IV_B.2	-	1/1IV/1IV_B/1IV_B.2/-	MT832037.1_2012/1/1IV/1IV_B/1IV_B.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MT832040.1_2012	MT832040.1_2012	1	1IV	1IV_B	1IV_B.2	-	1/1IV/1IV_B/1IV_B.2/-	MT832040.1_2012/1/1IV/1IV_B/1IV_B.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MT832048.1_2013	MT832048.1_2013	1	1IV	1IV_B	1IV_B.1	-	1/1IV/1IV_B/1IV_B.1/-	MT832048.1_2013/1/1IV/1IV_B/1IV_B.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MT862857.1_2019-05-13	MT862857.1_2019-05-13	1	1V	1V_E	1V_E.1	-	1/1V/1V_E/1V_E.1/-	MT862857.1_2019-05-13/1/1V/1V_E/1V_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MT899083.1_2019-09-29	MT899083.1_2019-09-29	1	1V	1V_D	1V_D.1	-	1/1V/1V_D/1V_D.1/-	MT899083.1_2019-09-29/1/1V/1V_D/1V_D.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MT929160.1_2019-10-07	MT929160.1_2019-10-07	1	1V	1V_B	-	-	1/1V/1V_B/-/-	MT929160.1_2019-10-07/1/1V/1V_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MT929552.1_2018-04-12	MT929552.1_2018-04-12	1	1V	1V_A	-	-	1/1V/1V_A/-/-	MT929552.1_2018-04-12/1/1V/1V_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW243006.1_2016-06-19	MW243006.1_2016-06-19	1	1VII	1VII_A	-	-	1/1VII/1VII_A/-/-	MW243006.1_2016-06-19/1/1VII/1VII_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW265665.1_2016-08-07	MW265665.1_2016-08-07	1	1I	1I_E	1I_E.4	-	1/1I/1I_E/1I_E.4/-	MW265665.1_2016-08-07/1/1I/1I_E/1I_E.4	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW265666.1_2016-08-22	MW265666.1_2016-08-22	1	1I	1I_E	1I_E.4	-	1/1I/1I_E/1I_E.4/-	MW265666.1_2016-08-22/1/1I/1I_E/1I_E.4	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW265667.1_2016-02-09	MW265667.1_2016-02-09	1	1I	1I_E	-	-	1/1I/1I_E/-/-	MW265667.1_2016-02-09/1/1I/1I_E/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW265693.1_2012-04-28	MW265693.1_2012-04-28	1	1IV	1IV_A	-	-	1/1IV/1IV_A/-/-	MW265693.1_2012-04-28/1/1IV/1IV_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW265710.1_2016-04-27	MW265710.1_2016-04-27	1	1I	1I_E	1I_E.2	-	1/1I/1I_E/1I_E.2/-	MW265710.1_2016-04-27/1/1I/1I_E/1I_E.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW315182.1_2017-03-10	MW315182.1_2017-03-10	1	1I	1I_E	1I_E.2	-	1/1I/1I_E/1I_E.2/-	MW315182.1_2017-03-10/1/1I/1I_E/1I_E.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW315184.1_2017-04-12	MW315184.1_2017-04-12	1	1I	1I_E	1I_E.2	-	1/1I/1I_E/1I_E.2/-	MW315184.1_2017-04-12/1/1I/1I_E/1I_E.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW315188.1_2017-03-17	MW315188.1_2017-03-17	1	1I	1I_E	1I_E.2	-	1/1I/1I_E/1I_E.2/-	MW315188.1_2017-03-17/1/1I/1I_E/1I_E.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW315190.1_2017-03-29	MW315190.1_2017-03-29	1	1I	1I_E	1I_E.2	-	1/1I/1I_E/1I_E.2/-	MW315190.1_2017-03-29/1/1I/1I_E/1I_E.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW315195.1_2017-06-05	MW315195.1_2017-06-05	1	1I	1I_E	1I_E.2	-	1/1I/1I_E/1I_E.2/-	MW315195.1_2017-06-05/1/1I/1I_E/1I_E.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW377899.1_2014-12-10	MW377899.1_2014-12-10	1	1V	1V_F	-	-	1/1V/1V_F/-/-	MW377899.1_2014-12-10/1/1V/1V_F/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW386867.1_2019-10	MW386867.1_2019-10	1	1I	1I_H	1I_H.1	-	1/1I/1I_H/1I_H.1/-	MW386867.1_2019-10/1/1I/1I_H/1I_H.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW582813.1_2019-06-21	MW582813.1_2019-06-21	1	1IV	-	-	-	1/1IV/-/-/-	MW582813.1_2019-06-21/1/1IV/-/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW793709.1_2018-07	MW793709.1_2018-07	1	1I	1I_J	-	-	1/1I/1I_J/-/-	MW793709.1_2018-07/1/1I/1I_J/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW945782.1_2000	MW945782.1_2000	1	1I	1I_J	-	-	1/1I/1I_J/-/-	MW945782.1_2000/1/1I/1I_J/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW945829.1_1995	MW945829.1_1995	1	1I	1I_B	-	-	1/1I/1I_B/-/-	MW945829.1_1995/1/1I/1I_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW945835.1_1997	MW945835.1_1997	1	1I	1I_A	-	-	1/1I/1I_A/-/-	MW945835.1_1997/1/1I/1I_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW945844.1_1964	MW945844.1_1964	1	1II	-	-	-	1/1II/-/-/-	MW945844.1_1964/1/1II/-/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW945860.1_2013	MW945860.1_2013	1	1I	1I_K	1I_K.6	-	1/1I/1I_K/1I_K.6/-	MW945860.1_2013/1/1I/1I_K/1I_K.6	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW945936.1_2011	MW945936.1_2011	1	1I	1I_H	-	-	1/1I/1I_H/-/-	MW945936.1_2011/1/1I/1I_H/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW945952.1_1974	MW945952.1_1974	1	1IV	1IV_B	-	-	1/1IV/1IV_B/-/-	MW945952.1_1974/1/1IV/1IV_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW946016.1_1995	MW946016.1_1995	1	1I	1I_A	-	-	1/1I/1I_A/-/-	MW946016.1_1995/1/1I/1I_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW946055.1_2003	MW946055.1_2003	1	1I	1I_F	-	-	1/1I/1I_F/-/-	MW946055.1_2003/1/1I/1I_F/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW946065.1_1996	MW946065.1_1996	1	1I	1I_B	-	-	1/1I/1I_B/-/-	MW946065.1_1996/1/1I/1I_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW946070.1_2006	MW946070.1_2006	1	1I	1I_H	1I_H.3	-	1/1I/1I_H/1I_H.3/-	MW946070.1_2006/1/1I/1I_H/1I_H.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW946075.1_2010	MW946075.1_2010	1	1I	1I_F	-	-	1/1I/1I_F/-/-	MW946075.1_2010/1/1I/1I_F/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW946093.1_1996	MW946093.1_1996	1	1I	1I_F	-	-	1/1I/1I_F/-/-	MW946093.1_1996/1/1I/1I_F/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW946105.1_2006	MW946105.1_2006	1	1I	1I_H	1I_H.3	-	1/1I/1I_H/1I_H.3/-	MW946105.1_2006/1/1I/1I_H/1I_H.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW946158.1_1999	MW946158.1_1999	1	1I	1I_G	-	-	1/1I/1I_G/-/-	MW946158.1_1999/1/1I/1I_G/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW946160.1_1998	MW946160.1_1998	1	1I	1I_A	-	-	1/1I/1I_A/-/-	MW946160.1_1998/1/1I/1I_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW946178.1_1997	MW946178.1_1997	1	1I	1I_H	-	-	1/1I/1I_H/-/-	MW946178.1_1997/1/1I/1I_H/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW946221.1_2006	MW946221.1_2006	1	1I	1I_K	1I_K.7	-	1/1I/1I_K/1I_K.7/-	MW946221.1_2006/1/1I/1I_K/1I_K.7	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW946238.1_2014	MW946238.1_2014	1	1I	1I_K	1I_K.1	1I_K.1.2	1/1I/1I_K/1I_K.1/1I_K.1.2	MW946238.1_2014/1/1I/1I_K/1I_K.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MZ008452.1_2014	MZ008452.1_2014	1	1V	1V_B	-	-	1/1V/1V_B/-/-	MZ008452.1_2014/1/1V/1V_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MZ008453.1_2013	MZ008453.1_2013	1	1V	1V_C	-	-	1/1V/1V_C/-/-	MZ008453.1_2013/1/1V/1V_C/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MZ130532.1_2016-04-06	MZ130532.1_2016-04-06	1	1VII	1VII_A	-	-	1/1VII/1VII_A/-/-	MZ130532.1_2016-04-06/1/1VII/1VII_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MZ130534.1_2019-05-28	MZ130534.1_2019-05-28	1	1VII	1VII_A	-	-	1/1VII/1VII_A/-/-	MZ130534.1_2019-05-28/1/1VII/1VII_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MZ130535.1_2016-05-09	MZ130535.1_2016-05-09	1	1VII	1VII_A	-	-	1/1VII/1VII_A/-/-	MZ130535.1_2016-05-09/1/1VII/1VII_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MZ291446.1_2020-08	MZ291446.1_2020-08	1	1I	1I_K	1I_K.2	-	1/1I/1I_K/1I_K.2/-	MZ291446.1_2020-08/1/1I/1I_K/1I_K.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MZ343259.1_2015-11	MZ343259.1_2015-11	1	1V	1V_B	-	-	1/1V/1V_B/-/-	MZ343259.1_2015-11/1/1V/1V_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MZ857205.1_2013	MZ857205.1_2013	1	1VII	1VII_A	-	-	1/1VII/1VII_A/-/-	MZ857205.1_2013/1/1VII/1VII_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/ncbi-master-refseqs/NC_001477	NC_001477	1	1IV	1IV_B	-	-	1/1IV/1IV_B/-/-	NC_001477/1/1IV/1IV_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OA01_1973	OA01_1973	1	1III	-	-	-	1/1III/-/-/-	OA01_1973/1/1III/-/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OA08_2011	OA08_2011	1	1V	1V_G	-	-	1/1V/1V_G/-/-	OA08_2011/1/1V/1V_G/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OA10_2012	OA10_2012	1	1V	1V_G	-	-	1/1V/1V_G/-/-	OA10_2012/1/1V/1V_G/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OK040060.1_2011	OK040060.1_2011	1	1I	1I_B	-	-	1/1I/1I_B/-/-	OK040060.1_2011/1/1I/1I_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OK469341.1_1992	OK469341.1_1992	1	1IV	1IV_A	-	-	1/1IV/1IV_A/-/-	OK469341.1_1992/1/1IV/1IV_A/-	-	-	-
